Education,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Seniority_Days,TotalSpend,TotalChildren,Is_Couple,CmpAccepted_Total,WebRatio,AvgSpendPerPurchase,Education_Enc
Master,22669.0,1,0,30,16,14,36,37,22,48,3,4,1,2,9,0,0,0,0,0,0,1,49,403,173,1,1,0,0.5,21.625,3
Graduation,29236.0,1,0,30,37,4,24,16,9,9,2,4,0,3,9,0,0,0,0,0,0,0,37,264,99,1,0,0,0.5,12.375,2
Graduation,44911.0,0,1,11,159,0,22,2,1,31,3,4,1,4,7,0,0,0,0,0,0,0,65,471,215,1,1,0,0.4,21.5,2
PhD,54693.0,0,1,72,686,17,142,23,26,35,8,6,4,13,6,0,0,0,0,0,0,0,62,497,929,1,1,0,0.25,38.708333333333336,4
Graduation,48186.0,1,0,39,97,3,66,12,7,34,3,4,1,4,7,0,0,0,0,0,0,0,50,101,219,1,1,0,0.4,21.9,2
Graduation,54809.0,1,1,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,1,47,291,174,2,1,0,0.2222222222222222,19.333333333333332,2
Graduation,41580.0,1,1,15,56,5,24,4,0,3,3,2,1,3,5,0,0,0,0,0,0,0,46,566,92,2,1,0,0.2857142857142857,13.142857142857142,2
PhD,80336.0,0,0,12,209,19,456,160,142,66,1,2,9,13,1,0,0,0,0,0,0,0,54,293,1052,0,1,0,0.08,42.08,4
Graduation,47743.0,0,1,56,198,2,43,0,12,20,3,4,1,6,6,0,1,0,0,0,0,0,67,464,275,1,1,1,0.3333333333333333,22.916666666666668,2
2n Cycle,62972.0,0,1,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,0,69,695,587,1,1,0,0.4666666666666667,39.13333333333333,1
PhD,57333.0,0,1,55,941,14,397,76,58,176,11,8,5,9,6,0,0,0,0,0,0,1,70,645,1662,1,0,0,0.34782608695652173,72.26086956521739,4
PhD,32313.0,1,0,60,86,4,56,2,4,7,3,4,0,4,9,0,0,0,0,0,0,0,42,503,159,1,1,0,0.4444444444444444,17.666666666666668,4
Master,84953.0,0,0,73,167,48,602,63,72,72,1,3,10,4,2,0,1,1,1,0,0,1,71,391,1024,0,0,3,0.16666666666666666,56.888888888888886,3
Master,27071.0,1,0,90,8,3,19,0,2,3,2,2,0,3,6,0,0,0,0,0,0,0,56,67,35,1,0,0,0.3333333333333333,5.833333333333333,3
Master,68148.0,0,0,86,389,66,408,37,57,85,1,4,4,6,2,0,0,0,0,0,0,0,67,302,1042,0,1,0,0.26666666666666666,69.46666666666667,3
Master,65735.0,1,1,37,239,7,119,4,15,11,5,6,2,6,7,0,0,0,0,0,0,0,59,204,395,2,1,0,0.4,26.333333333333332,3
PhD,86836.0,0,0,7,179,21,273,0,21,63,1,6,10,6,5,1,0,1,1,0,0,1,49,655,557,0,1,3,0.2608695652173913,24.217391304347824,4
PhD,4023.0,1,1,29,5,0,1,1,1,1,15,0,0,0,19,0,0,0,0,0,0,0,61,6,9,2,1,0,0.0,9.0,4
Graduation,30093.0,0,0,19,2,6,28,13,4,16,1,2,0,3,7,0,0,0,0,0,0,0,34,356,69,0,1,0,0.3333333333333333,11.5,2
PhD,57705.0,0,1,14,383,0,53,6,4,40,3,8,1,6,6,0,0,0,0,0,0,0,58,169,486,1,1,0,0.5,30.375,4
Graduation,25008.0,1,0,72,2,8,8,6,1,9,2,1,0,3,8,0,0,0,0,0,0,0,36,147,34,1,0,0,0.2,6.8,2
2n Cycle,83257.0,0,0,56,536,27,590,38,107,67,1,5,10,12,6,1,0,1,0,0,1,1,29,649,1365,0,0,2,0.17857142857142858,48.75,1
Graduation,22280.0,1,0,85,2,1,4,3,1,2,1,1,0,2,8,0,0,0,0,0,0,0,49,406,13,1,1,0,0.25,3.25,2
PhD,72159.0,0,0,62,322,53,899,34,40,53,1,4,6,10,2,0,0,0,0,0,0,0,46,608,1401,0,1,0,0.19047619047619047,66.71428571428571,4
Graduation,64260.0,0,0,1,539,169,816,20,0,30,1,4,5,4,3,0,0,0,0,0,0,1,63,534,1574,0,1,0,0.2857142857142857,112.42857142857143,2
PhD,82733.0,0,0,28,712,50,420,65,38,38,1,8,4,7,4,0,0,0,0,0,0,1,40,292,1323,0,0,0,0.4,66.15,4
Master,74290.0,0,1,70,1121,0,72,0,12,12,4,10,8,10,6,0,1,0,1,0,0,0,53,321,1217,1,0,2,0.3448275862068966,41.96551724137931,3
Master,58217.0,2,1,84,68,1,13,3,5,13,1,2,0,4,6,0,0,0,0,0,0,0,73,589,103,3,0,0,0.2857142857142857,14.714285714285714,3
Master,21024.0,0,0,89,36,4,18,6,2,18,1,2,0,4,7,0,0,0,0,0,0,0,48,360,84,0,1,0,0.2857142857142857,12.0,3
PhD,70116.0,0,0,73,707,44,603,95,58,29,1,2,8,12,1,0,0,0,0,0,0,0,52,519,1536,0,1,0,0.08695652173913043,66.78260869565217,4
Graduation,54006.0,1,0,42,174,77,203,6,24,97,2,8,1,7,7,0,0,0,0,0,0,0,39,649,581,1,1,0,0.47058823529411764,34.1764705882353,2
PhD,69063.0,0,1,16,666,35,124,69,8,26,1,5,3,5,3,0,0,0,0,0,0,0,58,599,928,1,1,0,0.35714285714285715,66.28571428571429,4
2n Cycle,11448.0,0,0,16,0,0,0,6,2,6,1,1,0,2,6,0,0,0,0,0,0,0,49,196,14,0,0,0,0.25,3.5,1
Graduation,61825.0,0,1,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,0,45,326,424,1,0,0,0.26666666666666666,28.266666666666666,2
Graduation,70886.0,1,0,65,407,70,239,103,88,53,1,5,4,4,2,0,0,0,0,0,0,0,53,258,960,1,1,0,0.35714285714285715,68.57142857142857,2
Graduation,69109.0,0,0,10,823,25,459,124,29,95,1,6,6,7,4,0,0,1,0,0,0,1,42,597,1555,0,1,1,0.3,77.75,2
Graduation,60208.0,1,1,13,488,23,71,15,0,59,11,8,3,7,7,0,1,0,0,0,0,1,51,630,656,2,0,1,0.42105263157894735,34.526315789473685,2
Master,32889.0,1,1,78,28,0,13,4,2,8,3,2,1,3,5,0,0,0,0,0,0,0,56,296,55,2,1,0,0.2857142857142857,7.857142857142857,3
Graduation,34738.0,1,0,51,3,2,10,3,0,2,1,1,0,3,6,0,0,0,0,0,0,0,40,49,20,1,0,0,0.2,4.0,2
Master,30538.0,1,0,27,284,0,52,8,3,20,4,9,0,4,10,0,0,0,0,0,0,0,53,636,367,1,1,0,0.6428571428571429,26.214285714285715,3
2n Cycle,82326.0,0,0,30,938,142,754,159,81,183,1,5,10,6,2,0,1,1,1,0,0,1,47,111,2257,0,1,3,0.22727272727272727,102.5909090909091,1
PhD,26642.0,1,0,71,13,2,15,2,2,8,2,2,0,3,6,0,0,0,0,0,0,0,57,120,42,1,0,0,0.3333333333333333,7.0,4
Graduation,69932.0,0,1,97,412,172,153,150,105,57,2,7,6,11,4,0,0,0,0,0,0,0,60,382,1049,1,0,0,0.28,41.96,2
Graduation,44503.0,1,1,83,31,1,8,0,0,8,2,2,0,3,6,0,0,0,0,0,0,0,52,74,48,2,0,0,0.3333333333333333,8.0,2
PhD,60200.0,0,1,3,502,19,132,0,6,26,6,6,2,11,6,0,0,0,0,0,0,0,76,543,685,1,0,0,0.3,34.25,4
Graduation,49638.0,0,1,71,18,10,3,3,5,0,1,1,0,3,2,0,0,0,0,0,0,0,72,71,39,1,0,0,0.2,7.8,2
2n Cycle,23830.0,0,0,3,1,8,6,4,8,16,1,1,0,3,7,0,0,0,0,0,0,0,37,142,43,0,0,0,0.2,8.6,1
Master,33051.0,0,0,15,100,71,243,108,94,219,3,9,1,8,9,0,0,0,0,0,0,1,65,682,835,0,0,0,0.47368421052631576,43.94736842105263,3
Graduation,72905.0,0,0,52,407,114,445,181,165,203,1,3,7,9,1,0,0,0,1,0,0,0,66,159,1515,0,1,1,0.15,75.75,2
PhD,69702.0,0,1,8,664,9,240,50,19,57,2,7,7,10,4,0,0,0,0,0,0,0,73,495,1039,1,1,0,0.28,41.56,4
Graduation,70300.0,1,0,89,1045,61,338,60,46,46,3,5,5,13,8,0,0,0,0,0,0,0,49,349,1596,1,0,0,0.20833333333333334,66.5,2
PhD,70643.0,0,0,66,1218,107,304,23,143,33,1,5,8,4,6,0,0,0,0,0,0,1,40,622,1828,0,1,0,0.2777777777777778,101.55555555555556,4
PhD,30396.0,1,0,22,15,0,6,0,1,12,2,1,1,2,7,1,0,0,0,0,0,1,55,60,34,1,1,1,0.2,6.8,4
PhD,50616.0,0,1,56,128,0,16,0,1,4,2,4,0,4,7,0,0,0,0,0,0,0,56,72,149,1,0,0,0.4444444444444444,16.555555555555557,4
Master,62772.0,0,1,74,581,49,157,43,8,108,1,5,6,11,2,0,1,0,0,0,0,0,55,406,946,1,0,1,0.21739130434782608,41.130434782608695,3
PhD,30298.0,0,0,48,6,3,12,6,1,0,1,1,1,3,3,0,0,0,0,0,0,0,39,41,28,0,0,0,0.16666666666666666,4.666666666666667,4
Graduation,52413.0,1,0,67,185,8,133,56,56,12,2,7,1,7,7,0,0,0,0,0,0,0,40,603,450,1,0,0,0.4375,28.125,2
PhD,44155.0,1,1,24,22,1,9,0,0,14,1,1,1,2,4,0,0,0,0,0,0,0,67,161,46,2,1,0,0.2,9.2,4
PhD,86979.0,0,0,67,584,100,835,65,83,35,1,5,5,5,2,1,0,0,0,0,0,1,53,234,1702,0,0,1,0.3125,106.375,4
Graduation,76532.0,1,1,38,355,30,177,90,138,30,4,9,5,7,5,0,0,0,0,0,0,0,49,293,820,2,1,0,0.4090909090909091,37.27272727272727,2
Graduation,42081.0,1,0,86,175,10,110,54,6,27,2,6,3,4,6,1,0,0,0,0,0,0,42,488,382,1,1,1,0.42857142857142855,27.285714285714285,2
PhD,67546.0,0,0,90,864,134,768,150,38,172,1,4,10,5,3,0,0,0,0,0,0,0,36,667,2126,0,1,0,0.2,106.3,4
Master,88420.0,0,0,87,957,153,612,99,95,153,1,4,7,8,1,1,0,1,1,0,0,0,35,58,2069,0,1,3,0.2,103.45,3
Graduation,31158.0,1,0,62,25,6,16,20,0,5,2,2,0,3,8,0,0,0,0,0,0,0,39,518,72,1,1,0,0.3333333333333333,12.0,2
Graduation,61671.0,0,1,23,641,7,56,0,0,28,8,10,4,6,8,0,1,0,1,0,0,0,56,26,732,1,0,2,0.47619047619047616,34.857142857142854,2
Graduation,69719.0,0,0,99,273,86,208,177,14,43,1,2,3,5,1,0,0,0,0,0,0,0,50,34,801,0,0,0,0.18181818181818182,72.81818181818181,2
Graduation,49160.0,0,1,29,122,21,43,25,10,15,2,3,1,6,6,0,0,0,0,0,0,0,75,252,236,1,0,0,0.2727272727272727,21.454545454545453,2
Basic,24882.0,1,0,52,1,4,10,29,0,36,1,1,1,2,6,1,0,0,0,0,0,0,46,658,80,1,1,1,0.2,16.0,0
PhD,90933.0,0,0,90,1020,31,430,62,63,79,1,4,6,4,1,0,0,1,0,0,0,0,70,90,1685,0,0,1,0.26666666666666666,112.33333333333333,4
PhD,113734.0,0,0,9,6,2,3,1,262,3,0,27,0,0,1,0,0,0,0,0,0,0,79,32,277,0,0,0,0.9642857142857143,9.892857142857142,4
PhD,59292.0,0,1,71,378,14,68,19,14,14,2,3,5,8,3,0,0,0,0,0,0,0,74,381,507,1,1,0,0.17647058823529413,29.823529411764707,4
PhD,45759.0,1,1,13,42,1,18,3,0,4,2,2,0,3,7,0,0,0,0,0,0,0,60,491,68,2,1,0,0.3333333333333333,11.333333333333334,4
Graduation,22148.0,0,0,16,15,5,14,0,4,11,1,1,0,3,7,0,0,0,0,0,0,0,41,77,49,0,0,0,0.2,9.8,2
Master,73395.0,0,0,94,272,7,80,20,7,11,1,4,4,6,2,0,0,0,0,0,0,0,37,103,397,0,1,0,0.26666666666666666,26.466666666666665,3
Graduation,29819.0,1,0,77,9,1,24,2,1,2,3,3,0,3,6,0,0,0,0,0,0,0,53,248,39,1,0,0,0.42857142857142855,5.571428571428571,2
Graduation,45688.0,0,1,20,279,0,18,0,0,9,2,3,1,8,4,0,1,0,0,0,0,0,56,155,306,1,1,1,0.23076923076923078,23.53846153846154,2
Graduation,62820.0,0,0,51,398,61,265,138,61,53,1,3,4,6,1,0,0,0,0,0,0,0,70,414,976,0,1,0,0.21428571428571427,69.71428571428571,2
PhD,60491.0,0,1,81,637,47,237,12,19,76,4,6,11,7,5,0,0,0,0,0,0,0,53,296,1028,1,1,0,0.24,41.12,4
Graduation,33235.0,1,0,71,45,0,16,2,1,6,1,3,0,3,7,0,0,0,0,0,0,0,38,144,70,1,1,0,0.42857142857142855,10.0,2
Graduation,35701.0,0,0,36,21,1,9,7,3,5,1,1,0,3,6,0,0,0,0,0,0,0,65,467,46,0,1,0,0.2,9.2,2
Master,31535.0,1,0,95,15,4,13,0,0,19,1,1,1,2,7,1,0,0,0,0,0,0,44,276,51,1,1,1,0.2,10.2,3
2n Cycle,92556.0,0,0,32,493,183,352,184,23,28,0,3,5,13,0,0,0,0,0,0,0,0,64,70,1263,0,1,0,0.13636363636363635,57.40909090909091,1
Graduation,67384.0,0,1,32,957,40,175,158,53,107,2,7,8,5,5,0,1,0,0,0,0,0,54,596,1490,1,0,1,0.3333333333333333,70.95238095238095,2
Master,80573.0,0,0,85,829,138,430,60,92,15,1,4,6,13,2,0,0,0,0,0,0,0,53,623,1564,0,1,0,0.16666666666666666,65.16666666666667,3
Graduation,77870.0,0,1,93,1017,50,500,65,50,133,3,5,5,5,8,0,1,0,1,0,0,1,57,676,1815,1,1,2,0.3125,113.4375,2
PhD,52278.0,0,1,24,953,0,71,0,0,174,6,10,5,10,8,0,0,0,0,0,0,0,61,520,1198,1,0,0,0.38461538461538464,46.07692307692308,4
Graduation,57107.0,0,1,44,159,0,120,0,0,137,7,4,4,8,8,0,1,0,0,1,0,1,56,674,416,1,0,2,0.23529411764705882,24.470588235294116,2
Graduation,18929.0,0,0,15,32,0,8,23,4,18,1,1,0,4,6,0,0,0,0,0,0,0,34,498,85,0,1,0,0.16666666666666666,14.166666666666666,2
PhD,36038.0,1,0,82,23,0,15,0,2,7,2,3,0,3,6,0,0,0,0,0,0,0,43,394,47,1,0,0,0.42857142857142855,6.714285714285714,4
Graduation,20180.0,0,0,27,18,42,24,15,20,18,1,2,1,4,7,0,0,0,0,0,0,0,48,494,137,0,0,0,0.25,17.125,2
PhD,34230.0,1,1,72,15,0,4,0,0,2,1,1,0,2,7,0,0,0,0,0,0,0,59,550,21,2,1,0,0.25,5.25,4
2n Cycle,31878.0,0,1,7,23,4,5,10,5,23,1,1,0,4,3,0,0,0,0,0,0,0,47,7,70,1,0,0,0.16666666666666666,11.666666666666666,1
2n Cycle,70932.0,0,1,57,200,193,100,46,185,185,2,6,2,12,3,0,0,0,0,0,0,0,52,161,909,1,1,0,0.2857142857142857,43.285714285714285,1
Graduation,91249.0,0,0,84,1324,27,119,71,108,27,0,7,9,6,4,0,1,1,1,1,0,1,68,617,1676,0,0,4,0.30434782608695654,72.8695652173913,2
Master,77598.0,0,0,53,1193,33,281,129,66,33,1,7,5,13,3,0,0,1,0,0,0,0,81,271,1735,0,0,1,0.2692307692307692,66.73076923076923,3
Graduation,80982.0,1,1,48,505,137,401,104,22,22,3,11,5,11,5,0,0,0,0,0,1,0,65,537,1191,2,0,0,0.39285714285714285,42.535714285714285,2
Master,22701.0,1,0,2,2,4,9,0,4,5,1,1,0,3,5,0,0,0,0,0,0,0,47,297,24,1,1,0,0.2,4.8,3
PhD,55212.0,0,1,65,1103,0,45,0,0,34,3,4,2,11,8,0,1,0,0,1,0,0,55,583,1182,1,1,2,0.2222222222222222,65.66666666666667,4
Graduation,70617.0,0,0,45,353,61,753,40,46,27,1,3,3,7,2,0,0,0,0,0,0,0,54,371,1280,0,1,0,0.21428571428571427,91.42857142857143,2
Graduation,64849.0,0,0,42,652,48,350,94,84,108,1,9,3,6,5,0,0,0,0,0,0,1,67,593,1336,0,0,0,0.47368421052631576,70.3157894736842,2
Master,62694.0,1,1,29,379,6,157,25,91,91,5,9,3,7,7,0,0,0,0,0,0,0,59,377,749,2,1,0,0.45,37.45,3
PhD,61917.0,1,1,83,46,4,36,2,2,1,1,2,0,4,5,0,0,0,0,0,0,0,50,221,91,2,1,0,0.2857142857142857,13.0,4
PhD,67472.0,0,1,93,162,31,127,8,17,69,2,4,2,7,3,0,0,0,0,0,0,0,77,274,414,1,1,0,0.2857142857142857,29.571428571428573,4
Master,21059.0,1,0,40,8,3,19,3,3,8,3,3,0,3,6,0,0,0,0,0,0,0,42,173,44,1,1,0,0.42857142857142855,6.285714285714286,3
Master,29543.0,2,0,47,17,3,18,3,4,18,2,3,1,2,7,0,0,0,0,0,0,0,56,89,63,2,1,0,0.42857142857142855,9.0,3
Graduation,75903.0,0,1,50,340,108,185,130,38,100,2,6,6,9,3,0,0,0,0,0,0,0,73,447,901,1,1,0,0.2727272727272727,40.95454545454545,2
2n Cycle,34984.0,1,1,40,8,4,15,3,5,3,2,1,0,3,7,0,0,0,0,0,0,0,49,661,38,2,1,0,0.2,7.6,1
PhD,54998.0,0,1,3,154,22,202,39,30,8,5,4,2,9,4,0,0,0,0,0,0,1,68,476,455,1,0,0,0.25,28.4375,4
PhD,54356.0,0,1,62,710,15,30,20,0,0,3,11,2,8,8,0,0,0,0,0,0,1,75,587,775,1,0,0,0.5,35.22727272727273,4
Master,34242.0,0,1,25,8,2,4,0,0,1,1,0,0,3,5,0,0,0,0,0,0,0,65,98,15,1,1,0,0.0,3.75,3
Graduation,25410.0,1,0,48,2,2,4,13,13,4,1,1,0,4,4,0,0,0,0,0,0,0,51,302,38,1,1,0,0.16666666666666666,6.333333333333333,2
PhD,73356.0,0,0,56,1050,14,322,0,14,112,1,5,11,5,2,1,0,1,1,0,0,1,40,143,1512,0,1,3,0.22727272727272727,68.72727272727273,4
Graduation,28320.0,0,1,68,19,1,14,3,2,4,1,1,0,3,8,0,0,0,0,0,0,0,74,531,43,1,1,0,0.2,8.6,2
Graduation,23763.0,1,0,64,22,0,6,6,2,6,1,1,0,3,7,0,0,0,0,0,0,0,47,691,42,1,0,0,0.2,8.4,2
Graduation,72570.0,0,0,67,274,83,216,151,141,224,1,4,6,12,1,0,0,0,0,0,0,0,40,65,1089,0,1,0,0.17391304347826086,47.34782608695652,2
Master,34529.0,1,0,94,68,6,38,3,6,41,2,2,2,3,7,0,0,0,0,0,0,0,48,653,162,1,1,0,0.25,20.25,3
Graduation,70792.0,0,0,82,344,45,654,104,11,114,2,3,4,10,3,0,0,0,0,0,0,0,73,508,1272,0,0,0,0.16666666666666666,70.66666666666667,2
Graduation,63211.0,0,0,3,145,193,459,205,26,145,2,3,8,7,2,0,0,0,0,0,0,1,42,604,1173,0,1,0,0.15789473684210525,61.73684210526316,2
Master,83891.0,0,1,24,217,38,350,111,85,15,1,4,7,10,1,0,0,0,0,0,0,0,50,9,816,1,1,0,0.18181818181818182,37.09090909090909,3
Graduation,36065.0,1,1,54,18,7,34,10,2,3,3,3,0,3,8,0,0,0,0,0,0,0,56,455,74,2,0,0,0.42857142857142855,10.571428571428571,2
Graduation,39898.0,0,1,20,69,8,26,12,7,12,2,3,0,4,7,0,0,0,0,0,0,0,70,502,134,1,1,0,0.375,16.75,2
PhD,51141.0,0,0,96,144,0,7,0,0,6,1,3,1,4,5,0,0,0,0,0,0,0,84,356,157,0,0,0,0.3333333333333333,17.444444444444443,4
Graduation,56939.0,0,1,19,256,34,103,90,29,49,2,3,3,10,3,0,0,0,0,0,0,0,48,284,561,1,1,0,0.17647058823529413,33.0,2
Graduation,80872.0,0,0,60,483,72,567,94,12,108,1,4,4,10,1,0,0,0,0,0,0,0,73,48,1336,0,0,0,0.21052631578947367,70.3157894736842,2
PhD,72335.0,0,0,2,1285,105,653,28,21,0,1,10,4,8,8,0,0,0,0,0,0,1,48,685,2092,0,1,0,0.43478260869565216,90.95652173913044,4
PhD,61798.0,0,0,13,338,4,89,11,8,13,1,4,2,9,4,0,0,0,0,0,0,0,60,218,463,0,0,0,0.25,28.9375,4
PhD,76842.0,0,0,37,605,10,345,84,54,32,1,1,8,7,0,0,0,0,0,0,0,0,74,57,1130,0,0,0,0.058823529411764705,66.47058823529412,4
Graduation,29478.0,1,0,59,8,0,7,3,1,1,1,1,0,3,6,0,0,0,0,0,0,0,48,163,20,1,1,0,0.2,4.0,2
Graduation,46998.0,0,1,55,172,41,86,45,6,27,5,5,3,5,7,1,0,0,0,0,0,0,68,615,377,1,0,1,0.35714285714285715,26.928571428571427,2
Graduation,96843.0,0,0,60,448,71,951,40,17,17,1,6,11,10,2,0,0,1,0,0,0,1,34,432,1544,0,0,1,0.21428571428571427,55.142857142857146,2
PhD,56551.0,1,1,48,67,4,32,17,2,16,3,2,1,4,4,0,0,0,0,0,0,0,74,53,138,2,0,0,0.25,17.25,4
Master,70053.0,0,1,38,512,53,98,81,179,89,3,8,5,10,5,0,0,0,0,0,0,0,59,361,1012,1,1,0,0.3333333333333333,42.166666666666664,3
PhD,71670.0,0,0,8,1462,16,128,0,0,160,1,5,3,6,6,0,1,1,0,1,0,1,62,355,1766,0,0,3,0.3333333333333333,117.73333333333333,4
Graduation,44359.0,1,1,19,20,0,14,7,3,1,3,2,0,4,3,0,0,0,0,0,0,0,46,12,45,2,1,0,0.2857142857142857,6.428571428571429,2
Graduation,40887.0,1,1,32,50,4,44,10,10,43,3,3,1,3,9,0,0,0,0,0,0,1,72,419,161,2,0,0,0.375,20.125,2
Graduation,48877.0,0,1,27,102,1,15,2,0,24,1,3,0,4,7,0,0,0,0,0,0,0,58,175,144,1,0,0,0.375,18.0,2
Graduation,74485.0,0,0,58,499,149,815,173,49,49,1,6,7,12,3,0,0,0,0,0,0,0,77,309,1734,0,1,0,0.23076923076923078,66.6923076923077,2
Graduation,64474.0,0,1,59,381,35,172,56,86,93,2,8,2,10,5,0,0,0,0,0,0,0,52,250,823,1,1,0,0.38095238095238093,39.19047619047619,2
Graduation,77226.0,0,1,29,631,43,239,128,76,21,2,6,8,12,3,0,0,0,0,0,0,0,61,121,1138,1,1,0,0.2222222222222222,42.148148148148145,2
Graduation,72643.0,0,0,60,526,80,553,123,94,53,1,3,10,7,2,0,0,0,1,0,0,1,75,487,1429,0,0,1,0.14285714285714285,68.04761904761905,2
Master,85738.0,0,0,41,913,26,376,17,26,13,1,3,6,11,1,0,1,1,0,0,0,0,46,157,1371,0,1,2,0.14285714285714285,65.28571428571429,3
Graduation,55686.0,0,1,27,673,0,199,37,47,26,2,6,3,5,4,1,0,0,0,0,0,0,58,500,982,1,0,1,0.4,65.46666666666667,2
Graduation,39062.0,1,0,28,23,0,9,0,0,12,1,1,0,3,4,1,0,0,0,0,0,0,41,96,44,1,0,1,0.2,8.8,2
Graduation,34600.0,1,1,8,199,33,60,8,3,15,5,5,2,5,8,0,0,0,0,0,0,1,53,544,318,2,1,0,0.38461538461538464,24.46153846153846,2
Graduation,40794.0,0,1,18,261,23,73,4,23,50,2,6,3,5,7,0,0,0,0,0,0,0,49,448,434,1,1,0,0.4,28.933333333333334,2
2n Cycle,54690.0,1,1,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,0,53,234,198,2,1,0,0.3,19.8,1
Graduation,4428.0,0,1,0,16,4,12,2,4,321,0,25,0,0,1,0,0,0,0,0,0,0,55,267,359,1,1,0,0.9615384615384616,13.807692307692308,2
2n Cycle,32632.0,0,0,32,63,151,137,153,19,53,2,4,4,8,5,0,0,0,0,0,0,0,61,696,576,0,1,0,0.23529411764705882,33.88235294117647,1
PhD,38236.0,1,1,2,58,0,18,2,0,10,4,3,0,4,7,0,0,0,0,0,0,0,56,282,88,2,0,0,0.375,11.0,4
Graduation,36781.0,1,0,16,29,1,17,0,3,13,1,2,1,2,8,0,0,0,0,0,0,1,45,80,63,1,1,0,0.3333333333333333,10.5,2
Master,31385.0,1,0,56,3,2,12,0,1,9,1,1,0,2,8,1,0,0,0,0,0,1,40,571,27,1,0,1,0.25,6.75,3
Graduation,24570.0,1,0,97,28,34,62,11,14,44,3,4,0,4,9,0,0,0,0,0,0,0,40,487,193,1,1,0,0.4444444444444444,21.444444444444443,2
PhD,25509.0,1,0,15,40,3,30,10,7,11,3,3,0,3,9,0,0,0,0,0,0,1,50,649,101,1,0,0,0.42857142857142855,14.428571428571429,4
Graduation,94642.0,0,0,35,879,143,797,106,143,143,0,5,7,9,1,0,0,1,1,0,0,0,73,137,2211,0,1,2,0.22727272727272727,100.5,2
Master,58646.0,0,1,3,62,1,44,6,5,22,1,2,1,4,4,0,0,0,0,0,0,0,62,384,140,1,1,0,0.25,17.5,3
Graduation,53201.0,1,1,49,280,7,81,20,0,27,8,6,3,5,7,0,0,0,0,0,0,0,49,502,415,2,0,0,0.4,27.666666666666668,2
Graduation,21994.0,0,1,4,9,0,6,3,1,3,1,0,0,3,5,0,0,0,0,0,0,0,67,552,22,1,1,0,0.0,5.5,2
Graduation,57113.0,1,1,45,182,4,33,0,2,42,6,4,1,5,7,0,0,0,0,0,0,0,46,508,263,2,1,0,0.36363636363636365,23.90909090909091,2
Graduation,51373.0,0,0,37,83,2,101,64,26,117,1,3,5,3,4,0,0,0,0,0,0,0,33,372,393,0,1,0,0.25,32.75,2
Graduation,23477.0,1,0,39,38,15,54,3,8,29,3,3,0,4,8,0,0,0,0,0,0,0,38,251,147,1,1,0,0.375,18.375,2
Graduation,58116.0,0,1,38,228,19,130,4,11,51,2,3,3,8,2,0,0,0,0,0,0,0,68,77,443,1,1,0,0.2,29.533333333333335,2
PhD,72968.0,0,0,8,1092,37,592,145,37,55,1,5,5,8,3,0,0,0,1,0,0,1,61,195,1958,0,0,1,0.2631578947368421,103.05263157894737,4
Master,39791.0,0,1,89,85,15,27,13,13,21,2,3,1,4,7,0,0,0,0,0,0,0,53,458,174,1,1,0,0.3333333333333333,19.333333333333332,3
Master,91712.0,0,0,47,1276,24,746,94,29,48,0,9,7,11,3,0,0,1,0,0,0,1,77,255,2217,0,0,1,0.32142857142857145,79.17857142857143,3
Graduation,94472.0,0,1,75,1017,33,417,108,100,16,1,5,5,5,5,0,1,1,0,0,0,0,66,87,1691,1,0,2,0.3125,105.6875,2
Graduation,13672.0,1,1,86,6,2,9,2,1,5,2,1,0,3,8,0,0,0,0,0,0,0,64,438,25,2,1,0,0.2,5.0,2
2n Cycle,96547.0,0,0,4,448,21,125,52,101,62,0,7,6,8,2,1,0,1,1,0,0,1,44,37,809,0,1,3,0.3181818181818182,36.77272727272727,1
Graduation,79205.0,0,0,73,504,23,117,179,28,44,1,6,5,4,4,0,0,0,1,0,0,1,49,669,895,0,1,1,0.375,55.9375,2
PhD,56559.0,0,1,46,226,22,133,41,31,31,3,4,3,8,4,0,0,0,0,0,0,0,49,551,484,1,1,0,0.25,30.25,4
PhD,32644.0,1,0,38,239,3,141,0,7,23,4,7,1,6,8,1,0,0,0,0,0,0,51,529,413,1,1,1,0.4666666666666667,27.533333333333335,4
2n Cycle,67506.0,0,1,73,90,38,67,33,36,67,1,4,1,6,3,0,0,0,0,0,0,0,44,178,331,1,0,0,0.3333333333333333,27.583333333333332,1
Graduation,24206.0,1,0,66,7,2,8,3,2,3,1,1,0,3,6,0,0,0,0,0,0,0,54,478,25,1,0,0,0.2,5.0,2
PhD,28420.0,1,0,36,4,2,5,2,0,0,1,1,0,2,6,0,0,0,0,0,0,0,57,187,13,1,0,0,0.25,3.25,4
